Environment,Domain Name,Service Type,Plan Name,Case Search Enabled,Linked Domain Names,Keep,Reason
production,nitin-commcare,INTERNAL,QA Test Plan,,,TRUE,has upstream keep
production,co-carecoordination-test,SANDBOX,Enterprise Plan for State of Colorado: Capacity and Central Registries,True,,TRUE,has upstream keep
production,sci-civ-malaria,PRODUCT,CommCare Advanced Edition - Pay Annually,True,,TRUE,production domain
production,survivorcare,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,unicef-vaccination-benin,PRODUCT,CommCare Paused Edition,,,FALSE,
production,hack-your-app,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,co-obh-analytics-sandbox,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,sahel-prep,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,mikesproject,NOT_SET,Dimagi Only CommTrack Enterprise Edition,,,FALSE,
production,scdai,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,kk-test-2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,campagne-cameroun,PRODUCT,CommCare Free Edition,False,,TRUE,has upstream keep
production,prueba-dms-colombia-1,PRODUCT,CommCare Paused Edition,,,FALSE,
production,philly-covid19-load,,,,,FALSE,
production,co-eagle,,,,,FALSE,
production,ny-suffolk-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,wv-sahel-rca,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,faes,IMPLEMENTATION,Advanced Plan (10 reports limit),True,,FALSE,
production,aashima-testing,IMPLEMENTATION,Dimagi Only CommCare Enterprise Edition,,dimagi-file-sharing,FALSE,
production,fonkoze_aksyon_test,,,,,FALSE,
production,soltech-training,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ny-schenectady-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,flipper,NOT_SET,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ny-niagara-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,vt-sandbox,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,alafiacomm-prod,PRODUCT,CommCare eCHIS Plan - MoH Benin,True,,TRUE,production domain
production,ny-ontario-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,andrea-onboarding,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,co-tchd,,,,,FALSE,
production,j-146,PRODUCT,CommCare Free Edition,True,,FALSE,
production,co-silverthread,,,,,FALSE,
production,ccqa2-2,,,,,TRUE,qa domain
production,adama-s-fun-app,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,co-import-lpha1,,,,,FALSE,
production,co-mesa,,,,,FALSE,
production,jamaica-vax-dev,SANDBOX,Custom Advanced Plan with ERM (Release Management),True,"jamaica-vaccine,jamaica-vax-training",TRUE,has downstream keep
production,bosco,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"enough,bosco-linked,fourth-story-window,acoffeemachineinanoffice",FALSE,
production,learning-118,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,hep-b-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,qateam,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"test-dev,downstream-reports,let-sdoit,qa-automation-prod,qateam,anshutest",TRUE,qa domain
production,dimagi-vaccine-solution,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,sick-cells-cbo,INTERNAL,Dimagi Only CommCare Enterprise Edition,,"scdai,sctpn,supporters-ok-sickle-cell,scdaa-philly-del,axis-advocacy,sick-cells-cbo-training",FALSE,
production,ct-sravan,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,tcb-hiv-follow-up,,,,,FALSE,
production,mirror2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,cfs-upstream-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"downstream-test,cfs-downstream-test",FALSE,
production,whatdoesthefoxsay,NOT_SET,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,nj-covid-passaic,,,,,FALSE,
production,nile-special,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,co-boulder,,,,,FALSE,
production,nphcda-echis,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
production,zandre-engelbrecht-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,cfs-downstream-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,cfs-upstream-test,FALSE,
production,project-space-a1,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,project-space-b1,FALSE,
production,gorongosa-nbc,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,project-space-b,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,copy-of-colorado-app,,,,,FALSE,
production,philly-covid19-intqa,,,,,FALSE,
production,downstream-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ny-staging-cdcms,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
production,mk-test-space,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,campaign-ghana,IMPLEMENTATION,CommCare Enterprise Plan for Gates Foundation: WHO AFRO Polio Campaign III,,,FALSE,
production,commcare-fundamentals-14,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ush-envelope-testing,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ak-monkeypox-staging,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,test-connectsetup,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,analytics-test-count,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,wv-sahel-mali-dev,INTERNAL,Dimagi Only CommCare Enterprise Edition,False,,FALSE,
production,co-riogrande,,,,,FALSE,
production,project-space-b1,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,nj-covid-warren,,,,,FALSE,
production,addison-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,downstream-domain,FALSE,
production,nhooper,NOT_SET,Dimagi Only CommCare Enterprise Edition,True,https://staging.commcarehq.org/a/ap-test-project/,FALSE,
production,livewell-chc-2,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
production,m2m-training-space,PRODUCT,Grouped Advanced Plan for Mothers to Mothers - Pay Monthly,True,m2m,TRUE,production domain
production,co-cheyenne,,,,,FALSE,
production,projectx-2,,,,,FALSE,
production,ccqa2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,TRUE,qa domain
production,ny-ulster-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,chantal-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,hungry-hippo-braxton,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,nj-covid-cumberland,,,,,FALSE,
production,inddex-test-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,dimagi-test-25,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ethan-testing-case-tiles,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ccqa,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"ccqa2,av-test,ccqa-downstream",TRUE,qa domain
production,co-sanjuan,,,,,FALSE,
production,bha-cs-playground,,,,,FALSE,
production,ak-covid19-tracker-intqa,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,ny-clinton-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,pmievolve-master,IMPLEMENTATION,CommCare Paused Edition,,"pmievolve-zambia,pmievolve-ethiopia-1,pmievolve-malawi,pmievolve-kenya,pmievolve-ghana,pmievolve-sierra-leone,pmievolve-madagascar,pmievolve-rwanda,pmievolve-uganda,pmievolve-mozambique",FALSE,
production,bosco-linked,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ny-statewide-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,co-southeast,IMPLEMENTATION,CommCare Paused Edition,,,FALSE,
production,chantal-ush-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,la-county-ati,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,nj-covid-cape-may,,,,,FALSE,
production,ny-madison-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,polio-mozambique,IMPLEMENTATION,CommCare Enterprise Plan for Gates Foundation: WHO AFRO Polio Campaign III,,,FALSE,
production,gtd-summit,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,nj-covid-assignment-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,kriti-test,NOT_SET,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,aashima,,,,,FALSE,
production,covid-nj-staging,,,,,FALSE,
production,pv-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,solina-dev,PRODUCT,CommCare Paused Edition,False,solina-nigeria,FALSE,
production,humanitarian-use-cases,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,data-engineer-interview,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,exclamationtest,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,fourth-story-window,INTERNAL,Dimagi Only CommCare Enterprise Edition,,beautiful-grotesque,FALSE,
production,co-delta,,,,,FALSE,
production,ny-dev-cdcms,IMPLEMENTATION,CommCare Paused Edition,True,"https://staging.commcarehq.org/a/covid-ny-staging/,ny-performance-cdcms-2,ny-montgomery-cdcms,ny-uat-cdcms,ny-staging-cdcms,ny-franklin-cdcms,ush-migration,ny-rockland-cdcms,ny-transfers-cdcms,ny-viaduct-wes-cdcms,ny-sullivan-cdcms,ny-tioga-cdcms,ny-onondaga-cdcms,ny-broome-cdcms,ny-statewide-cdcms,ny-ontario-cdcms,ny-cortland-cdcms,cdcms-load-testing,ny-putnam-cdcms,ny-orleans-cdcms,ny-performance-cdcms,ny-chemung-cdcms,ny-stlawrence-cdcms,ny-dutchess-cdcms,ny-orange-cdcms,ny-greene-cdcms,ny-genesee-cdcms,ny-essex-cdcms,ny-suffolk-cdcms,ny-saratoga-cdcms,ny-steuben-cdcms,ny-seneca-cdcms,ny-training-cdcms,ny-hamilton-cdcms,ny-chautauqua-cdcms,ny-delaware-cdcms,ny-allegany-cdcms,ny-columbia-cdcms,ny-chenango-cdcms,ny-cattaraugus-cdcms,ny-fulton-cdcms,ny-erie-cdcms,ny-albany-cdcms,ny-jefferson-cdcms,ny-lewis-cdcms,ny-monroe-cdcms,ny-niagara-cdcms,ny-oneida-cdcms,ny-otsego-cdcms,ny-herkimer-cdcms,ny-rensselaer-cdcms,ny-oswego-cdcms,ny-nassau-cdcms,ny-integrations-cdcms,ny-madison-cdcms,ny-livingston-cdcms,ny-schenectady-cdcms,ny-schoharie-cdcms,ny-schuyler-cdcms,ny-cayuga-cdcms,ny-clinton-cdcms,ny-warren-cdcms,ny-westchester-cdcms,ny-wyoming-cdcms,ny-viaduct-suf-cdcms,ny-washington-cdcms,ny-wayne-cdcms,ny-yates-cdcms,ny-tompkins-cdcms,ny-viaduct-state-cdcms,ny-ulster-cdcms",FALSE,
production,ethan-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,co-carecoordination-dev,SANDBOX,Enterprise Plan for State of Colorado: Capacity and Central Registries,True,"woody-sample-apps,wm-location-import-test,https://staging.commcarehq.org/a/co-carecoordination-test/,https://staging.commcarehq.org/a/bha-auto-tests/,bh-mat-registry,woody-meade-test,bha-auto-tests,bha-location-redesign-1,jonathantangtest,test-project-432,co-carecoordination-test,co-carecoordination,co-carecoordination-uat,co-carecoordination-perf",TRUE,has downstream keep
production,aashima-testing-1,IMPLEMENTATION,CommCare Paused Edition,,,FALSE,
production,dvs-sandbox,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,test-project-435,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,vectorlink-senegal,PRODUCT,CommCare Paused Edition,,,FALSE,
production,ny-montgomery-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,500k-load,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,nj-covid-gloucester,,,,,FALSE,
production,nj-covid-state,,,,,FALSE,
production,nazier-heynes,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,l10k2020ethiopia-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,jennifertest,FALSE,
production,ak-covid19-tracker-load,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,ccc-chc-eha-c-2024-25,IMPLEMENTATION,Enterprise Plan for CommCare Connect,,,FALSE,
production,wv-sahel-nigeria-dev,PRODUCT,CommCare Paused Edition,True,wv-sahel-nigeria,TRUE,has downstream keep
production,jonathantangtest,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,TRUE,has upstream keep
production,ny-franklin-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,wv-sahel-nigeria,PRODUCT,CommCare Enterprise Edition - IRC - Pay Monthly,True,,TRUE,production domain
production,acted-drc-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,co-carecoordination-uat,SANDBOX,Enterprise Plan for State of Colorado: Capacity and Central Registries,True,,TRUE,has upstream keep
production,co-support,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
production,id-testing-20150106,NOT_SET,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ak-tb-dev,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,vee-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,vee-2,FALSE,
production,campagne-civ,IMPLEMENTATION,CommCare Enterprise Plan for Gates Foundation: WHO AFRO Polio Campaign III,,,FALSE,
production,test-project-362,,,,,FALSE,
production,nt-test-2020,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,acoffeemachineinanoffice,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,seema-kara-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,cdcms-load-testing,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,kc-project,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,kai-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,chandler-smith-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ny-herkimer-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,campagne-niger,IMPLEMENTATION,CommCare Enterprise Plan for Gates Foundation: WHO AFRO Polio Campaign III,,campagne-niger-dev,FALSE,
production,co-park,,,,,FALSE,
production,ccc-chc-cssunn-2024-25,IMPLEMENTATION,CommCare Paused Edition,,,FALSE,
production,bha-location-redesign-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,TRUE,has upstream keep
production,mriese,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,inddex-reports,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,woody-sample-apps,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,TRUE,has upstream keep
production,ccqa-downstream,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,TRUE,qa domain
production,ak-covid19-tracker-prod,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,co-saguache,,,,,FALSE,
production,navajo-covid19-loadtestin,PRODUCT,CommCare Paused Edition,,,FALSE,
production,az-pima-health-uat,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,az-pima-health-prod,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,nj-covid-sussex,,,,,FALSE,
production,ccc-chc-zegcawis-2024-25,PRODUCT,CommCare Paused Edition,,,FALSE,
production,philly-covid19-sandbox,,,,,FALSE,
production,re-entry-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,co-adams,,,,,FALSE,
production,co-jefferson,,,,,FALSE,
production,connect-testing,INTERNAL,Enterprise Plan for Connect - test spaces,,,FALSE,
production,co-broomfield,,,,,FALSE,
production,corpora,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,ctsimssql,FALSE,
production,nj-covid-union,,,,,FALSE,
production,ccc-chc-rwyd-2024-25,PRODUCT,CommCare Paused Edition,,,FALSE,
production,ush-poc,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ny-oswego-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,co-costilla,,,,,FALSE,
production,pmievolve-ethiopia-1,IMPLEMENTATION,CommCare Paused Edition,,,FALSE,
production,casesearch-split-screen,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,TRUE,qa domain
production,nj-covid-atlantic,,,,,FALSE,
production,av-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,TRUE,has upstream keep
production,alaska-covid-19-project,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,nysofa-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,woody-colorado-covid,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ush-migration-b,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,fh-ethiopia-psnp,PRODUCT,Discounted Custom Advanced Plan for Food for the Hungry - Pay Annually,,,FALSE,
production,akj,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,hungry-hippo-hannah,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ymtest,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,nj-covid-morris,,,,,FALSE,
production,kt-test-space,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,firsttestproject-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ccc-chc-ahti-2024-25,PRODUCT,CommCare Paused Edition,,,FALSE,
production,downstream-test-domain,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,let-sdoit,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,TRUE,has upstream keep
production,ny-fulton-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,david-warren-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,mypractice,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,pmievolve-kenya,IMPLEMENTATION,Grouped Advanced Plan for Abt Associates - Prevention of Malaria,,,FALSE,
production,co-gilpin,,,,,FALSE,
production,co-staging,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
production,sudcare-dev,PRODUCT,CommCare Paused Edition,True,sudcare,FALSE,
production,shulu-dev,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ak-training-sandbox,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,co-denver,,,,,FALSE,
production,nj-covid-middlesex,,,,,FALSE,
production,ccc-chc-cwins-2024-25,PRODUCT,CommCare Paused Edition,,,FALSE,
production,hungry-hippo-ethan,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,fh-ethiopia-training,PRODUCT,CommCare Paused Edition,,,FALSE,
production,nj-covid-burlington,,,,,FALSE,
production,ccc-kmc,INTERNAL,Enterprise Plan for Connect - test spaces,,ccc-kmc-testing,FALSE,
production,julia-fuller-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,demo-183,FALSE,
production,ceshhar-zim-dev,SANDBOX,Dimagi Only CommCare Enterprise Edition,True,ceshhar-zim,TRUE,has downstream keep
production,ccc-tech1,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,inddex-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,TRUE,has upstream keep
production,hungry-hippo-kate,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,chcplus-c-wins,IMPLEMENTATION,CommCare Paused Edition,,,FALSE,
production,nj-covid-essex,,,,,FALSE,
production,rapid-assessment-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,kaleb-dimagi,INTERNAL,Dimagi Internal Test Account: kaleb-dimagi,True,,FALSE,
production,user-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,cfs-performance-test-ucr,FALSE,
production,sf-housing-street-teams,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,c-wins-chc,INTERNAL,Dimagi Only CommCare Enterprise Edition,,c-wins-chc-live,FALSE,
production,inddex-upload-test-3,PRODUCT,CommCare Community Edition (With ERM),,,FALSE,
production,vt-perf,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,faisal-workshop,,,,,FALSE,
production,ush-feature-training,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ny-training-cdcms,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
production,co-lincoln,,,,,FALSE,
production,develop-2,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ny-otsego-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,ulrich-playground,,,,,FALSE,
production,rc-dev,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,skelly,NOT_SET,Dimagi Only CommCare Enterprise Edition,True,http://localhost:8000/a/not-sql/,FALSE,
production,casesearch,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"casesearch-1,nitin-commcare,casesearch-split-screen,casesearch-2,casesearch",TRUE,qa domain
production,cdc-pods-chad-prod,PRODUCT,CommCare Paused Edition,,,FALSE,
production,co-pueblo,,,,,FALSE,
production,lgtest,INTERNAL,Dimagi Only CommCare Enterprise Edition,,exclamationtest,FALSE,
production,cope-covid19,,,,,FALSE,
production,connect-experiments,IMPLEMENTATION,Enterprise Plan for CommCare Connect,,,FALSE,
production,trainingdakar,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,vt-dev,SANDBOX,CommCare Paused Edition,True,"vt-sandbox,vt-prod,vt-test,vt-perf",FALSE,
production,co-kitcarson,,,,,FALSE,
production,hungry-hippo-jgray,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,vt-test,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,inddex-data-dictionary,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,co-abt,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
production,ny-chenango-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,casesearch-2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,TRUE,qa domain
production,ush-migration,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"ush-cjw-2,ush-cjw-1,ush-migration-transfer",FALSE,
production,1000k-load,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,co-fremont,,,,,FALSE,
production,somalia-vax-delivery-dev,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"vax-delivery,somalia-vax-delivery",FALSE,
production,staging-dms-colombia,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"master-ve-dms-colombia,prueba-dms-colombia-1,dms-colombia",FALSE,
production,ny-essex-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,somalia-vax-delivery,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ny-delaware-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,ush-migration-d2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,qa-transifex-prod,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,TRUE,qa domain
production,case-management-onboardin,PRODUCT,CommCare Free Edition,,,FALSE,
production,cva-demos,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ny-viaduct-wes-cdcms,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
production,vectorlink-burkina-faso,PRODUCT,CommCare Paused Edition,,,FALSE,
production,co-arapahoe,,,,,FALSE,
production,somerville-dev,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,somerville-regional-phdms,TRUE,has downstream keep
production,co-doc,,,,,FALSE,
production,philly-covid-containment,,,,,FALSE,
production,co-practice,,,,,FALSE,
production,commcare-followup-task,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ny-putnam-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,nj-covid-ocean,,,,,FALSE,
production,co-test-lpha2,,,,,FALSE,
production,livhu-2024,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ny-schoharie-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,charlsmit-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,co-statewide,,,,,FALSE,
production,rselwitz,INTERNAL,Dimagi Only CommTrack Enterprise Edition,,,FALSE,
production,co-slv,,,,,FALSE,
production,ihc-dev,PRODUCT,CommCare Paused Edition,True,gh747-team-ihc,FALSE,
production,nj-covid-somerset,,,,,FALSE,
production,ny-genesee-cdcms,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
production,wv-sahel-niger-dev,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,sahel-prep,FALSE,
production,ccc-chc-hhgsf-2024-25,IMPLEMENTATION,CommCare Paused Edition,,,FALSE,
production,hungry-hippo-chantal,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,co-larimer,,,,,FALSE,
production,co-grand,,,,,FALSE,
production,ccc-test-space,INTERNAL,Dimagi Only CommCare Enterprise Edition,,ccc-chc-kikapu,FALSE,
production,testing-space-3,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,polio-cameroon,IMPLEMENTATION,CommCare Enterprise Plan for Gates Foundation: WHO AFRO Polio Campaign III,True,,TRUE,production domain
production,bh-mat-registry,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,TRUE,has upstream keep
production,co-douglas,,,,,FALSE,
production,co-performance,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
production,experimentations-ma,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,teste-project-435,,,,,FALSE,
production,first-project-44,,,,,FALSE,
production,woody-meade-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,TRUE,has upstream keep
production,bh-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,kcho-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,chw-covid-response-team,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,commcare-fundamentals-13,,,,,FALSE,
production,cambodia-arch-3-study,PRODUCT,CommCare Paused Edition,,,FALSE,
production,ccc-kmc-testing,INTERNAL,Enterprise Plan for Connect - test spaces,,,FALSE,
production,project-space-a,INTERNAL,CommCare Advanced Edition - Pay Monthly,True,"mirror1,project-space-b",FALSE,
production,basif-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,edss-sandbox,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,mpdsr-prod,PRODUCT,CommCare Paused Edition,,,FALSE,
production,kartika-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,sandbox-erick,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,sc-new-project-space,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
